NA19098	NA19101	NA19239
DIAPH1	HIST1H2AE	PPFIA1
NUP54	MGAT4B	NUDT4
SON	NUMBL	TTF2
MAP1LC3B2	PPOX	B3GAT3
RFC4	RRS1	PLA2G3
RPL7	NLGN4X	KCNAB1
UNKL	STT3A	UNC79
BRPF3	TOP3A	FAU
TERF1	NELFB	BRD7
TNFAIP2	PARD6A	IMPAD1
FIGN	CSNK1A1	C16orf80
KIN	DDHD1	THAP7
GRINA	KLHL13	IDS
MLLT3	OSBPL6	GPX7
VCPKMT	CCDC41	CCDC82
PPP1R9A	CIRH1A	ECSCR
TOM1L1	REPS1	SEMA7A
EFCAB14	RPSAP58	UBXN2B
ASCC1	LSR	FBXO2
LARS	NAB2	FAM84B
HOOK3	PDSS2	SHMT2
FLNB	MAP3K7	YIPF2
GXYLT1	ZNF443	EDARADD
TGDS	NUP205	SMIM14
ST6GALNAC6	RASSF7	ZNF100
SLC35A1	RPL38	UPF3A
CENPT	RBBP7	ZNF780B
CCDC152	NAGPA	RALY
DNAAF2	C7orf60	NHLRC2
NAB2	QRSL1	RNF123
ALG14	ZNF101	ATP5G1
ANO8	PAM16	NSG1
MFAP2	ANKRD35	B3GALT1
KDELC1	MAGED4B	OPTN
ALKBH1	IGF2R	RPS6KB2
MAP1S	VPS41	CLDN3
YIF1B	STARD9	PAPD4
AHI1	ITGAE	DGAT1
RAB6B	PSMD13	ITLN2
RAB39B	HNRNPCL1	DYNC1H1
RNF14	SLC25A46	ZNF808
SPTLC1	ATP6V1F	WIPF1
CTCF	KCND2	MAST2
DZIP3	UBL5	METTL9
INA	CALD1	IP6K1
CTNNBIP1	N6AMT2	STX18
VAMP2	SET	DCPS
FAM86C1	POTEI	ELOF1
DNALI1	KDM7A	AMER1
MICU1	C7orf50	C10orf35
COX5A	PIK3R4	FRS2
SMURF1	MAPKAPK2	ACTR6
PF4	TC2N	FAM192A
SREK1	DHX29	CCT4
ITGB8	GPD2	RP1-241P17.4
LRP1	KLHL3	CCDC181
C5orf51	PPP1R14B	LRRC34
HJURP	MGST3	LMNB2
TMED4	PAN3	CHMP2A
MRPS27	C6orf136	CDC23
TRIAP1	PPP2R5A	PLIN2
SMC1A	RNF216	BCKDK
BOLA2B	METAP2	COPS4
CARS	LMBR1	WDR19
RABGGTA	FAM71D	UBE4B
LACTB2	ZNF114	ANXA7
UBE2Q2	ZNF180	NET1
TTC23	RIOK1	CETN2
ZNF708	MCAT	WWC3
GALNT7	TTC23	STT3B
ALG3	ETV4	LHPP
XXYLT1	KRT19	CRLS1
GIN1	CYB5B	CAPN10
PTPN1	RASGRF2	RAB31
SETMAR	MAP3K9	TADA2B
MMP25	SLC35D2	HIST1H2BG
ALDOC	IMPDH1	GRIN2B
LIN28A	LARS	KDELR1
ZNF852	NKRF	ADAMTS3
IRF2BP1	SF3B4	GTF2E1
GBAS	NKIRAS1	ZBTB21
CEP95	LIMS1	MOGS
HMGA2	KBTBD8	GNL1
ATG12	ZRANB3	HILPDA
ADAR	ACADM	UNC5D
ARL5A	ADCK1	CCDC18
ACACA	RFNG	ANP32B
HPS1	ST6GALNAC6	FAM111B
DCAF12	PTCHD1	AQR
POLL	ZNF32	TAF3
SERINC3	CHEK1	SMARCD2
NPEPPS	NOL7	FAM193B
GOLGA8A	PITPNA	PPP1R37
PSMA7	KRI1	NMNAT1
TRMT5	N4BP1	NPLOC4
SHANK2	NLGN3	PLCB3
CDS1	EPHB2	RPL21
NDUFAF1	SCG3	GPRASP2
GPR107	CYBRD1	PTPN1
DYNC1H1	ACAA1	ZNF695
PRPS1	RANGAP1	MSRB1
GON4L	ELK4	STYX
ZNF131	BRINP1	C3orf38
MBOAT1	CCDC85B	SASS6
NBPF10	POC1A	TSKU
KIAA1586	RPRD2	ZNF655
DHX30	EGR1	GNL3
MCRS1	EIF2D	RGS16
WDR77	IFNGR2	SAT1
F11R	TRMT10B	PLCL2
MUS81	RRAGB	ZNF275
PRPF38B	POU2F2	SAE1
USP37	NTHL1	DAB2IP
STOML2	IDS	SLIRP
PARP4	S100A6	PTTG1IP
ATP5G1	ACTC1	UFM1
RPL18	RLF	TFG
DNMT1	RPS24	FKBP5
HELQ	C11orf48	CCDC51
VPS29	BDP1	SLC2A3
ZDHHC8	FAM175B	NPAT
TRIP4	SSSCA1	ZDHHC7
FEZ2	ERVMER34-1	AC013449.1
AGK	C18orf56	CEP63
NDC1	FAM57A	POLDIP3
DAD1	TFRC	NDUFA11
B9D1	RNF7	CPS1
PLS1	PALM2	HPS1
DEGS1	EPHA1	ZNF414
PRMT1	NDUFC2	HSBP1
ZNF410	PSMG4	RAB33B
TOB1	SLC12A9	LONP1
ACVR1	DZANK1	NECAB3
SQLE	SEC23A	RAD51B
MKNK2	UROS	UBA3
TST	RPGRIP1L	TGFBRAP1
ANKH	PCNT	YIF1B
RBM19	EDA2R	NEGR1
ADD2	TM7SF3	RSPRY1
ARL2BP	EIF3B	MTMR2
LPPR5	ZKSCAN2	RITA1
SLC2A8	SRGAP3	CCNY
CNOT11	ZNF367	GLUD1
TRIM2	FLT1	SLC25A29
FASN	MAEA	AGO4
ICOSLG	GABARAPL2	SEC24C
ZNF513	RALGAPA2	AMPH
CYLD	AL138764.1	ZNF234
CLIC1	MSMO1	PIK3CA
FAM69A	HPRT1	ZNF384
DRG1	HIST1H3J	MPV17L2
KCNK6	TATDN1	LMLN
CTU1	KITLG	SLC16A10
ISYNA1	CDYL	SH3GL1
RBM4B	PDE2A	OSGEPL1
SLC35F1	EIF5B	BANP
SAR1B	MAPRE1	CYYR1
EMC3	TMEM14B	MANBA
SNUPN	HAUS2	PLD3
LHFP	LRRTM2	TRUB1
ZNF300	ACTL6B	PWP2
KPNA6	DCBLD2	TMEM123
NDUFA4	PDAP1	GGA1
ARL6IP1	ODF2L	SLC30A1
MAEA	FAAH	CISD1
MRPL41	AXL	SNX5
IKZF4	KIF1A	DSG2
COQ5	TAX1BP1	POLL
KAL1	NDUFS8	FAM212B
STXBP5L	CWF19L2	MOB2
FAM83F	GNG5	POLR1B
RPAIN	ARL1	CIT
NAP1L2	CHGA	GCN1L1
C18orf32	KLHL24	ATF2
ACAT1	SAFB	DIXDC1
HMCES	RBM3	TRPM3
HMGCL	CYHR1	IKBKB
KIAA2026	C2CD2	UBE2J1
MMD	RAB25	FASTKD5
PTEN	RBM26	UBAC2
EIF2AK3	SERF1A	ATG16L1
PMEL	ATP5E	CARS
ZNF428	ZFX	RNF139
ZBTB34	TYMS	RAB6C
PHIP	ADSS	MYOZ3
C19orf24	ZNF3	GPAM
UBE2F	KBTBD2	VPS28
CDPF1	TARBP1	WARS
CNTRL	HNRNPH2	RHOG
PSME2	ZNF395	HIST1H1D
PCOLCE2	SMYD3	ATP2C1
C22orf29	UBE2E3	MSN
SNF8	FAM84B	ROR1
ZNF117	TACO1	ELOVL1
NOL9	CENPQ	NELFB
CHST9	RAD21	AC024940.1
GTPBP2	EPHB6	KCND2
CDH3	LGALS3	STK11
ENO1	SURF4	PAQR8
RNF149	RAB1B	DOCK7
EEF1A1	COG5	MYO9B
KAT8	APBB2	CSK
NAPB	ZNF131	C20orf24
C10orf12	NCOR1	CLUH
SLC19A2	PNKD	GCAT
ZNF557	FAM83F	MTERFD2
C1orf106	DSTYK	UFC1
SDC3	POLR2J	PHC3
PLEC	MPP7	LY6E
C3orf14	SARNP	ZCCHC10
SERINC5	PRKDC	CSNK2A2
BRD2	TMEM141	PHB
FAM102B	PKNOX1	SLC7A6
MAD2L1	METTL22	PSMB2
VPS28	ARHGAP27	HERPUD2
SEPN1	OTUB1	TRMT10A
KIAA2018	CTNNBL1	CHD8
TUBB2A	TLK1	ZDHHC22
PPAPDC2	RALGPS2	ZNF462
CCDC101	CHMP4A	FAM208A
PPAP2B	RP1-241P17.4	PPM1J
C10orf95	GPR137	CENPK
MOB1B	GGH	NGLY1
NANOS1	CPNE2	TNIP1
GTPBP1	CMTM3	SLC2A1
GSR	CEBPZ-AS1	PCGF5
SCRIB	UBR2	EMD
TSC22D2	MED29	SERPINA5
TTLL4	CD58	ZNF45
SLC33A1	TNFAIP2	SCFD2
SLITRK4	PSMC3	ARID3B
PRPF18	CHRM3	CTSH
RIOK1	ATP6V1C1	COPS3
RPL36A	MRPL11	BCAN
B4GALT5	TBC1D13	CD44
CREBZF	FAM21C	ILK
PDZRN3	ABHD2	FARP1
DOCK1	CYTH2	API5
MCM4	E2F4	AHSA2
GORASP1	STAMBP	RING1
ZFC3H1	MAPK1IP1L	CCDC115
TM7SF2	HIST1H4E	DCUN1D2
PTP4A1	VEZF1	GINS2
AKAP8L	RND2	APOL2
SLC4A11	SLC16A12	ZNF584
MORN2	FUBP3	FUT1
METTL4	NPAT	FANCE
SNX7	LRP3	MCM4
CCDC86	PIGQ	OGFR
FLRT2	ZNF706	OTUD4
PRKCDBP	TBCEL	PTTG2
TTC33	NDUFA2	AVL9
DUSP22	EPS8L2	ZNF320
XBP1	PEX26	C19orf25
CTBP1	SPTSSB	SF3B5
DHX57	SP2	MTX3
PHF21A	STRA13	ARL6IP6
ERO1L	TMED10	STEAP1
CCDC39	NDN	DNAL1
ILF2	RHBDL3	GNA12
SNRPD2	EAPP	HNRNPH3
CKMT1B	ZNF586	CTDP1
CRYM	SYNE4	AGFG1
ZNF611	ESF1	ZKSCAN1
FKBP1A	MESDC2	CHD1
GLT8D2	MRPL45	FBXO44
VEZF1	RHOB	MID1
MAP3K2	WBSCR17	AIDA
C20orf196	DUSP14	ACOT9
FBXL19	DGUOK	ALDH6A1
PPIF	KPNA5	DHODH
AMOTL2	NAA38	ATP6V0E2
DCLRE1C	RHBDD2	POU2F1
MAD1L1	CSNK2B	RAVER1
PSMD1	UBA52	SYNCRIP
TUBG2	ZFYVE20	DHRS7B
POLA2	SUCLA2	COPS7B
SRGAP3	NEDD4L	BRAF
C8orf37	ARL6	CPXM1
ING3	CCDC150	KCNG1
SMARCD1	HIF1A	PIGU
C8orf59	UNC13B	NR6A1
DERA	SERAC1	SCYL2
POLR1D	ERI1	COL9A1
TMEM143	DUS1L	C1orf56
CHN1	MTERF	USP38
PEX26	RABGGTA	C2orf81
ATF3	BAHD1	WDFY2
MMS19	AQR	METTL16
SPCS3	NIPBL	AP4E1
ASAP1	CHPT1	FDFT1
PSMA2	UEVLD	EPHB1
CSPP1	HLTF	NGFRAP1
FGF12	ATRNL1	SRC
RPP40	KHSRP	MED24
AIG1	SERINC1	DHRS11
CCAR2	TTC7A	HDAC3
SHISA2	GMNN	MOSPD1
SGPL1	GLTPD1	CAMK2D
SLC35B4	ZNF100	RRP15
SLC6A8	RFX3	NR1D2
NOL11	BBS7	GOLGA4
HS3ST5	CSNK2A3	RAP1GDS1
HEATR5A	UQCRH	ZNF219
KRT8	SAE1	HTR7
RPS23	ENTPD1	EFCAB14
SLC25A37	REXO2	SULF2
NONO	WRAP53	GCNT2
FOXM1	RPGR	PDLIM2
KCNG1	THY1	ZBTB40
ADAM23	CCDC77	ZNF84
TRAF5	BBS9	AMFR
UFD1L	CALB1	PDCD4
ODC1	TCTN1	CHRAC1
RNF126	CRAMP1L	NCOA3
RPS11	SKIL	STRADB
MIS18BP1	PRMT10	HSPD1
CDK7	DCUN1D3	MMP15
IDH1	OSBPL9	PIP5KL1
TBCC	BASP1	FEN1
CAP2	C3orf62	BPGM
NUTF2	AKAP7	FSCN1
BZW2	PXK	ZNF449
PSPH	TSC22D3	NEDD9
ANKRD54	VAMP7	PNPLA4
EDC4	HMCES	ZCCHC14
COL14A1	PXDN	MCM3AP
EFHD2	EHMT1	OST4
DENND6A	C11orf57	SNX18
ME2	ID2	SSH1
CIR1	ZNF790	PIP4K2B
PAFAH2	LMO7	FLOT1
MCTS1	TAOK2	RASSF1
TRAPPC10	LRRC49	OSBPL10
URM1	MEX3C	POLR1C
GDI2	TMCC1	MDH1
HTR7	ZSCAN31	ZNF317
ACTR2	METAP1D	CRIPT
TMEM261	CDK8	YTHDC1
DOK4	CREB3L4	IRF2BP1
HECTD1	TMSB4Y	SYNGAP1
QRICH1	METTL9	CPT1A
SP2	EFHC1	ZNF224
MSH6	UTP3	SEMA4D
EIF3C	RABGGTB	TMEM70
PLEKHB1	ENSA	ETHE1
WFS1	ARHGEF12	ATP2A1
ZNF41	PPP1R10	CAPNS1
DNAJC13	MTHFR	RUSC1
RAD51AP1	UBALD1	LPHN2
USP38	NUPL1	OAZ1
TPGS2	FAU	DNAJC11
TSEN34	RPL12	TFPT
JUND	PGS1	CRISPLD2
ARHGEF12	ERLEC1	MRPL33
FAXC	LTV1	LIN54
COPRS	NPY1R	MFAP3
ACSL3	AARD	RAB17
PPFIA3	SERINC2	GOLGA1
PTS	PRDX4	FAHD2A
CC2D1A	KCTD6	ZNF26
MYCBP	MIF	FAHD2B
ANAPC15	RAB33B	DLGAP4
SLC25A1	UTP15	ITGA1
SUV39H1	SRGAP1	GIT1
MBD1	FAM32A	BTBD2
CEP76	SSR4	TXN
CADPS	PRKCB	VGLL3
FBXO10	MRPS24	FBXO9
TMEM243	CEP170B	DNAJC19
NCOA6	PTPN21	VAMP2
ZC3H14	AP2A2	USP33
USP9Y	CCT7	MAP1LC3B
C4orf46	FRMD5	FGF13
DPY19L1	HIST1H2AM	FAM21B
TUB	ZNF362	ZER1
HLA-E	TRMT1	LEMD3
ENOX2	NDUFB11	KLC4
SUCLG1	DCAF13	SLC2A4RG
HOMEZ	JMJD8	FNBP1L
HIST1H2BE	TNRC6B	PPID
SPIN3	DNAJC18	ALAS1
WEE1	SWT1	CKB
FGF11	SMARCC1	GORASP1
COX5B	UBE2E1	FGF2
NAV1	ATF4	C5orf51
ASAP2	LAD1	SSR1
ZNF765	PPIC	CLDN4
LTA4H	SAP30L	DCAF12
LRP8	VAMP8	C6orf62
RNMT	SYT2	ATP6AP1
STAU2	SDF2L1	HIST2H2AA4
TNNT2	MCM3AP	PRMT7
FAM71E1	LAMP2	SRFBP1
TIMMDC1	PKIA	SYT2
COX16	ZFY	PRPF38A
SULT1A3	RSL24D1	ZNF92
DDIT4	TARS2	LAMP2
FIBP	USP2	CRIM1
DYNLL1	DHX37	AP3M2
TTC8	WDR70	DLAT
CENPH	ANKRD18A	RAB23
SLC27A3	ERCC5	FZD3
SUMO4	MARC2	DNAJC3
RMDN3	RMDN3	RAB25
UBE3B	MDM2	SMAP2
GDAP1L1	SERTAD3	FAM171A2
TAZ	FAM149A	MTRNR2L1
DLG5	KLHDC2	PSMC3IP
MTPN	CLTCL1	KPNA4
ZNF574	HSPD1	NPRL3
RELA	ZNF415	STAM2
RTN4	DPY19L1	ARID3A
SLC43A1	ETFB	FAM193A
FAM200B	ZNF791	ZNF550
MT1H	STX16	TMEM44
SEMA6C	MRPS27	DHX38
REC8	N4BP2L2	GPT2
FUOM	POLR2K	PEX11B
DUSP2	SLC7A2	UBB
ACTR3	SYT17	SPR
INTU	RPAIN	HSCB
TICRR	BRWD1	PDHB
FAM178A	CLASP2	COMMD1
DDX5	RPL6	UCHL3
SLC37A1	PPP6R3	SPPL2A
SDHB	FOXO1	RIMS2
TSHZ3	USP53	RALBP1
BFAR	ZNF717	COMMD5
NAA30	PIK3CD	TRIB1
ABHD16A	ZNF107	KIF7
CCDC126	USP24	TROAP
VPS25	CDK17	KCTD7
NOC4L	KRBA2	PRKACA
SULF2	RAB9A	CD164
TFDP2	CCDC102A	RNF113A
OSBPL3	C22orf29	TRAP1
COX4I1	CENPP	NAALAD2
KIAA0947	FKBP15	UCK1
LMBRD1	RPLP0	WASH4P
RGS10	FAM129B	SGSM3
CCSER2	ALKBH6	SKIDA1
TMED7	CCSAP	CBX5
B4GALT7	FGD1	TAGLN2
SH3RF1	PHLDA3	CSTF2T
PREB	CXorf40A	WASF3
RALGDS	PRKAR1B	SGCE
MLF1	DCUN1D4	SCAF4
ZBTB14	SDE2	ZFAND5
PSMC1	UBBP4	CHRNA5
PTBP2	SPNS1	DGCR14
C12orf44	EFCAB11	FANCG
GALC	DPH6	TECR
ARGLU1	TANC1	TRIB3
MZT2B	PFDN4	FAM227A
RNF145	RABL6	ANKRD36
CCDC97	B2M	ICT1
LRP10	APOBEC3B	TNFRSF11A
LEMD3	ZNF74	CRYZL1
LMNB2	ECHDC1	SQLE
ZNF211	MAST4	CLCN7
PERP	PHB2	ERO1L
AASDH	TRAPPC2	FABP3
ECH1	GLCE	DOK4
GTF2A1	PGBD2	RCL1
ADAMTS7	DDX11	SPG7
SNX29	WWTR1	RNF8
ZNF106	IQSEC2	PPIE
RRM2	ASAH2B	PRC1
EPC1	ARCN1	VWA8
PCF11	COA7	NCAPG
TMCO6	ARMCX1	SELO
METTL23	STX18	C3orf62
STRA6	TIPIN	KSR2
FKBP8	C1orf109	MARVELD2
SIRT5	RAI14	RAP2A
SFPQ	CYB5D2	TIMM50
EXO1	ZNF85	TMEM183A
UBR5	DDX46	UCP2
ETHE1	CELF1	ASAP3
ST13	MT1X	C20orf112
MTX3	ALPK3	PTAR1
NPIPA1	GTF3C2	USP22
TACC2	AKT1S1	SPA17
PON2	INPP5F	RIC8A
KPNB1	CDR2L	PIGW
FAM216A	UQCR11	UBQLN1
TAP1	AKIP1	IMPACT
APOBEC3C	DIP2B	ACSS2
GNA11	ZNF287	MMS19
SNRNP200	MBNL3	OBSCN
NSUN2	CHCHD3	TPST1
KIF4A	FAM168B	ASXL2
TOPBP1	TOR1AIP1	POMP
PDSS2	ZNF516	HMOX2
SPOP	PTBP2	WDR70
ID2	TCERG1	PLEKHG3
SNX9	MPHOSPH6	TMEM80
NR2F6	MRPL4	TMEM9
ANKRD39	ULK3	UBE2V2
BAI2	RNF111	KSR1
RECQL5	ALDH7A1	RAPGEF1
EMG1	UBQLN1	BAZ2A
ITM2B	GMCL1	C9orf116
TMEM147	AFG3L2	GLTSCR1
TRMT112	QSER1	FLOT2
NAT8L	TRERF1	MLLT6
PTPMT1	ZNF736	TMEM184B
C17orf75	SRD5A1	GSTA4
CYP2R1	NIFK	RAB39B
MTM1	PROM1	HDGFRP3
NEIL2	ARHGEF40	WBP5
SEMA4C	COQ10B	DNAJB14
KIF13B	SRR	KANSL2
ZCCHC3	STK40	BLOC1S4
PPP1R12B	COPG1	CWC22
HUNK	MBNL2	C2orf42
RNF125	ERBB2	DDB2
LGALS8	MARK2	FAM210B
GYLTL1B	TMSB15B	S1PR3
BHLHB9	TOMM7	UBE2I
IRGQ	MBTPS1	ALDOA
MTA1	RPS12	MFGE8
NFU1	RFX1	RFWD3
PHC1	ZNF57	GIN1
KIF27	GSTO2	TRIP13
CXXC5	CALCB	C20orf27
ENO2	AMMECR1L	LRRC8A
TCTEX1D2	PFKFB3	ZNF259
ADAM9	CDADC1	HSP90AB1
DCUN1D2	NFATC3	LAMB2
RPS4X	C1orf51	ZNF649
TMED3	CAAP1	NDRG3
PRCP	EXT2	RBPMS2
QPCT	MAATS1	GPI
RPS25	ROMO1	PANK3
SNAP23	MED4	PNMAL1
RPS12	PYROXD1	EMC7
SNAP29	ZSWIM1	GORAB
CDH24	PHF2	LRP1
PEX13	CALM1	RPL7L1
HBS1L	ZNF83	EIF4G1
KANSL3	SLC38A10	ST5
ID1	MTL5	ITGAV
MOCOS	IPO13	PIM1
MAN1B1	HACL1	PEX5
ARHGEF2	MFSD2A	RTFDC1
SNAP47	C9orf3	PAK4
CDK2AP2	SLC35F1	MASTL
APC	CFDP1	ANKMY2
EXOC6	CRLF3	KHDC1
TLK2	SCAF4	ICAM3
GEMIN8	CNEP1R1	GRIPAP1
PBK	MBD5	TRIML2
TSTD1	STK17B	SEPP1
ZMYM1	DBI	SRF
KANK1	TBKBP1	CHID1
CEP290	SLC25A36	GATM
MOB3B	SMYD4	TNFAIP2
FAM204A	CXXC5	MYCBP2
GPATCH3	MBOAT1	SCN5A
CCDC84	SNAP47	CTC-479C5.12
NAA20	GIT2	LNX2
ARL1	BCKDK	WIPF3
PPIP5K1	KIAA0753	STRIP2
CCDC34	RP2	NFIC
MAP2K7	RPP38	GLMN
ZNF554	VPS13D	REXO1
SCAF4	CACNB2	DIMT1
HMGB2	MAT2A	FAM156B
ZNF92	ZNF17	DARS
DLEU1	COX16	C9orf3
CTSK	ADM	PREX1
YWHAH	KCTD3	SLC41A1
NUDT11	SUGP1	HIST1H2AG
UBL5	IPO7	DHX35
SBNO1	SLC36A4	CTNNBL1
CD44	NBR1	KLHDC3
CCM2L	RIC8B	TRIM27
PCDH7	BEX1	PPP1R14B
HIPK1	PCDH11X	SLC6A9
ZNF780B	CDC42BPA	FAM21A
B3GNTL1	MTHFD1	GNB2
WDR61	ZC4H2	STRAP
KMT2A	LRCH2	PSMB5
GEMIN6	TKT	ORC5
FLT1	TGFBI	ATR
COMMD10	CHAF1A	ERBB2IP
ANKRD16	FBXO28	NCDN
HMGN1	UBE2E2	ALAD
RSL1D1	CLMP	ZNF513
UBE2M	IRF3	IRS2
FOXN2	ZNF133	AKT1S1
RBM12	KATNBL1	HIST1H2AC
ZNF814	QARS	DMTF1
C1orf63	DPH5	RPIA
RNF111	DDB2	ARAP3
LASP1	UIMC1	KIF4A
FAT1	CWC22	CELF4
RRP12	PIGG	NECAB1
SLC35E2B	SNRPA	ACLY
NAA35	LZTS2	ST13
SLC16A12	ARL8B	MRPL23
FAM115A	ARHGAP42	GNG10
AP5Z1	CBX1	FGFR1OP
ZMYM6	FHL1	ADSL
DUS4L	GTF2I	YWHAB
C4orf36	CASP7	GADD45A
SETX	FBXL19	DIP2C
SPSB4	ZNF720	NKAIN4
MPHOSPH9	FAM156B	AKR7A2
LRRC14	DYNC1LI1	TAF10
FUT1	PTBP3	JAGN1
SLC30A1	TLN2	MED30
NEU1	TCF7L1	ARL5A
ATP1A1	SLC35B1	XYLT2
FOXP1	FAXC	ZNF530
SACM1L	CAMLG	HSDL2
TMEM18	FAM86B1	SVIP
ID3	FAM168A	ZNF394
IGHMBP2	NUAK1	SNX14
ANAPC13	IPO8	TRAPPC8
RNF114	ENPP1	MLLT3
LAMC2	RAD51B	SCYL1
GIPC1	ORC3	PSME2
SEPT2	ARAP1	PPP1R12A
SURF4	MANF	KIAA0368
SUGP2	C6orf47	ADAMTS1
IQCG	AC027763.2	ELMOD3
SMIM15	TPCN1	HOOK3
G3BP1	BRD7	UNC5B
CUZD1	EPS8L1	NAA50
FAM173B	KIAA0141	HARS2
LIMK2	IMPDH2	ANKS6
MTRNR2L1	QTRT1	VPS37A
DHX36	PREX1	SRGAP2
CLCN4	CETN2	EAF1
BZW1	AFAP1	MDC1
HEXB	PRKACA	LEPREL4
HAUS1	MZF1	IKZF2
USB1	ST3GAL6	SDCCAG8
ADCK4	FAM210B	PACS2
SLC7A5	MRPL24	HFM1
UBE2T	ROBO2	ZNF845
ALKBH5	HNRNPUL2	DSTYK
GPR173	JMY	DTNB
NELL2	EZH2	MED29
N4BP2	WBP4	TMEM107
CDKN3	COX7A2	FEZ1
DSE	STX3	PAN2
EPHB1	GJC1	SAMD12
HIST1H3G	TUBB2B	FAM114A1
ATP2A2	FNBP1L	TCERG1
SCMH1	ISCU	RP11-297M9.1
DDRGK1	RPS9	NUDCD3
GRHPR	WASH4P	GLS
WDR89	TMEM208	QSER1
RSPH3	PCIF1	ZNF595
PDLIM1	RNF165	PELI1
CEP78	TAB2	PKDCC
ALDH16A1	ZBTB39	SENP7
ART5	ARPC5	UBALD1
FGD4	THAP2	GOLM1
TRIM13	SEPT2	NEFM
THAP3	SIPA1L3	ADAM15
MRPL38	ELP3	EPG5
FREM2	SLC26A11	MACROD1
FGFR1	SLC2A14	GSR
PLEKHA5	DYM	NDUFB2
FUNDC2	C5orf30	CASP8
SIX5	RPL13	RNF145
CADM3	INTU	UQCC1
PPP2R5D	AKTIP	DCAF5
FSTL1	GOLGA4	MPP7
EXTL3	HIST1H3B	FBXO3
CD46	YIPF6	NBPF12
ZNF786	SLC25A53	PHF11
PTPRA	TSACC	RLIM
PREX1	SMPD4	FGF19
ABT1	SEC31A	CCDC88C
CMAS	TUBGCP5	PIGK
CPOX	ANKRD50	TBRG1
FOXO4	SLC25A19	PRRC2A
DENR	MTX1	CHCHD1
SGOL2	LARP6	ACTA1
CA5B	RNF149	ANKLE2
ZNF430	ZNF345	ZFYVE20
ELF1	KRTCAP3	COX8A
FAM20C	ZBTB33	KLHDC4
C12orf65	FAM3C	SLC25A1
KIF3C	GNL2	GLS2
NDUFV3	CASC10	NDUFB1
MEX3A	C1D	BEND4
GDE1	MOB3B	ISCU
AGTRAP	YWHAZ	PEAK1
NBAS	ZNF808	RBM22
UBASH3B	XPO1	MPC1
CASC10	TAPBP	ERO1LB
LATS1	PRR13	DNAJB1
PRUNE2	FAM96B	FAM86C1
ANKEF1	PTPRK	CSNK2B
PDCD2	EMC7	MYL6
MED11	PALM3	ZKSCAN7
MFSD2B	KIF4A	GOLGA6L20
CRYZL1	JUP	OTUD3
PPP2R3A	MRFAP1	WIPF2
CCT8	MCOLN1	PEBP1
SNCA	IVNS1ABP	TTYH1
TMEM33	AP1G1	GUK1
TARS	MAPKAPK5	ZKSCAN2
CCDC22	NBPF20	MRPS23
PTPDC1	C8orf59	COPE
ADSS	FAHD2A	NAT8L
GCC2	SIPA1	AP1AR
C2orf43	PCID2	SLC25A32
NMNAT2	RPS18	ERCC4
PHF20L1	PPP2R1B	PCCB
ALDH3A2	HPDL	EXO5
SPINT2	TBC1D23	UHRF1BP1
KLF11	CTDSPL	SKA1
P4HTM	C19orf47	COL4A1
LRRC16A	CCBE1	RBM25
TFIP11	ARHGAP33	SLC25A22
PUSL1	SYT13	DAB1
FLAD1	NLN	C16orf72
FAM126A	PITPNB	DAXX
CEP192	CACNA1A	HOMER2
SLC25A53	CDC20	H1FX
NEK2	ID3	ATP6V0D1
EIF2A	CHD1	SCP2
PHF10	LARP4	SPRYD7
RMI1	PPIAL4C	RNF144B
FYCO1	HECA	OXNAD1
COQ2	TTC37	C21orf88
ABCF1	MICAL1	POLR3E
ENTPD4	ZC3H4	ACD
BCAS4	GPKOW	VEZF1
CERS5	LRP4	CERS4
ADCY6	ZNF28	FBXO28
GPR176	PRICKLE2	CLOCK
TEAD2	SUB1	ST6GAL2
KLC4	COPB2	TMEM138
TXNDC15	ASPSCR1	SF3B2
FAM35A	MYL12A	MARS2
PPP1R26	HNRNPH1	SMC1A
RPN2	FAM120A	RFXAP
EMP3	GALNT6	PC
FHDC1	TAF12	TAF15
PSMB6	NUB1	NAE1
AS3MT	PAN2	MBD6
TTF2	LIFR	C17orf58
NHSL1	ALG13	C19orf66
LHPP	TMBIM1	XPA
ZNF226	EIF4A1	CLK3
CCDC12	APOE	NCOA4
METTL13	FXYD6	RAB11FIP3
TINF2	EMG1	FAM73B
RALY	RDX	LGMN
EXOSC5	TRIM44	MARCH7
PRICKLE2	GZF1	SORBS2
OSBP	MARVELD2	TRMT5
PDE6D	TMEM97	USP13
DMKN	RAPGEF2	SIRT5
ATXN2L	FAM177A1	CDK12
CMTM7	LAMA5	DAP3
MLTK	MARS	CCDC28B
RBM5	MIIP	CLPX
TPM4	ZFP42	SOS2
ANGEL1	TMEM18	SMCHD1
ST7L	ZFP62	RPL31
SRF	SLC37A1	RPL37A
HMBOX1	OXA1L	PSMC3
RTF1	METRN	FZD8
POU5F1B	TMEM53	C21orf33
EXTL2	XYLT2	SNAPC2
FOXJ3	CAPN1	RAB15
GDF3	GTSE1	GNPTG
SASH1	HGS	JAG1
MINOS1	TDRP	RHOT1
TMEM134	ATXN7L1	CNDP2
TRAF7	HK1	LARP4
TNFRSF12A	TMEM125	EPB41L4A
EFCAB11	SURF1	CTTN
NT5DC2	TWSG1	ORC4
GRAMD4	EIF3D	KRCC1
TANC2	GSN	ALCAM
DTD2	LDOC1	INTU
DPP8	STIL	RNF14
